timestamp,open,high,low,close,volume
2026-02-21 04:00:00+00:00,67667.77,67924.39,67593.99,67856.01,716.23217
2026-02-21 08:00:00+00:00,67856.01,68314.54,67807.3,68092.45,1384.49772
2026-02-21 12:00:00+00:00,68092.45,68698.7,67915.0,68615.0,1818.30536
2026-02-21 16:00:00+00:00,68615.01,68658.5,68101.78,68543.51,1410.16439
2026-02-21 20:00:00+00:00,68543.51,68605.63,67900.0,67975.93,1121.54626
2026-02-22 00:00:00+00:00,67975.93,68222.16,67809.78,68041.43,1114.48202
2026-02-22 04:00:00+00:00,68041.42,68178.79,67881.81,68005.3,923.792
2026-02-22 08:00:00+00:00,68005.3,68245.0,67912.02,68219.97,733.14137
2026-02-22 12:00:00+00:00,68219.97,68232.4,67303.5,67684.14,2531.23331
2026-02-22 16:00:00+00:00,67684.15,67718.13,67190.0,67428.32,1575.66204
2026-02-22 20:00:00+00:00,67428.32,67751.44,67350.0,67643.4,1296.8241
2026-02-23 00:00:00+00:00,67643.39,67684.86,64290.71,64934.17,11022.665
2026-02-23 04:00:00+00:00,64934.18,66015.22,64685.64,65958.94,4119.82727
2026-02-23 08:00:00+00:00,65958.94,66600.0,65565.78,66207.23,3194.00092
2026-02-23 12:00:00+00:00,66207.23,66511.51,65529.73,65660.1,3796.34009
2026-02-23 16:00:00+00:00,65660.1,65724.28,64048.71,64295.1,7179.94577
2026-02-23 20:00:00+00:00,64295.11,65035.98,63888.79,64656.02,3763.13018
2026-02-24 00:00:00+00:00,64656.01,65026.75,63342.9,63595.51,4752.76382
2026-02-24 04:00:00+00:00,63595.51,63628.52,62700.8,63192.96,4939.8898
2026-02-24 08:00:00+00:00,63192.79,63444.66,62908.92,63227.1,2234.59315
2026-02-24 12:00:00+00:00,63227.11,64031.76,62510.28,63973.97,5539.65443
2026-02-24 16:00:00+00:00,63973.98,64743.11,63689.54,64435.03,3972.72259
2026-02-24 20:00:00+00:00,64435.03,64591.99,63820.5,64058.15,1663.21243
2026-02-25 00:00:00+00:00,64058.15,66310.0,63913.27,65391.73,5187.17213
2026-02-25 04:00:00+00:00,65391.74,65650.0,64755.26,65028.3,2632.47033
2026-02-25 08:00:00+00:00,65028.3,65692.62,64955.79,65430.04,1997.89784
2026-02-25 12:00:00+00:00,65430.04,67578.0,65324.62,67412.33,7879.83719
2026-02-25 16:00:00+00:00,67412.32,69550.0,67404.0,69038.26,8300.46334
2026-02-25 20:00:00+00:00,69038.26,69988.83,67600.0,67988.04,4752.15176
2026-02-26 00:00:00+00:00,67988.04,68700.0,67727.52,68216.86,2995.4703
2026-02-26 04:00:00+00:00,68216.87,68860.0,67817.87,67825.04,2533.15622
2026-02-26 08:00:00+00:00,67825.05,68722.64,67792.0,68051.31,3268.6173
2026-02-26 12:00:00+00:00,68051.3,68303.83,66761.16,67382.0,5206.19537
2026-02-26 16:00:00+00:00,67382.0,67903.12,66500.0,67589.22,5230.45057
2026-02-26 20:00:00+00:00,67589.21,67831.11,67150.14,67485.18,1503.88816
2026-02-27 00:00:00+00:00,67485.19,67712.16,66885.0,67600.84,2159.8345
2026-02-27 04:00:00+00:00,67600.84,68216.8,67459.3,67690.6,3025.27268
2026-02-27 08:00:00+00:00,67690.6,68149.93,65960.01,66126.99,4904.69534
2026-02-27 12:00:00+00:00,66126.99,66344.9,65649.34,66095.4,5494.9383
2026-02-27 16:00:00+00:00,66095.4,66121.03,65113.72,65392.18,3875.92624
2026-02-27 20:00:00+00:00,65392.18,65953.2,64914.46,65872.1,1767.91718
2026-02-28 00:00:00+00:00,65872.09,66025.52,65721.13,65797.42,1045.74408
2026-02-28 04:00:00+00:00,65797.42,65818.44,63030.0,63826.0,5914.91449
2026-02-28 08:00:00+00:00,63825.99,64307.44,63372.1,63844.2,4734.32265
2026-02-28 12:00:00+00:00,63844.2,65360.51,63827.2,64841.18,4286.48357
2026-02-28 16:00:00+00:00,64841.17,66666.65,64681.81,66362.01,2999.13046
2026-02-28 20:00:00+00:00,66362.01,67760.0,66190.61,66973.26,3568.12124
2026-03-01 00:00:00+00:00,66973.26,68199.99,66042.72,67502.16,4690.36208
2026-03-01 04:00:00+00:00,67502.16,67612.14,66749.35,67141.39,3167.39554
2026-03-01 08:00:00+00:00,67141.4,67292.3,66215.71,66468.03,3250.92047
2026-03-01 12:00:00+00:00,66468.04,67360.57,66132.27,66842.42,3640.03253
2026-03-01 16:00:00+00:00,66842.42,67112.37,65699.98,65962.17,3900.17922
2026-03-01 20:00:00+00:00,65962.16,66491.43,65056.0,65776.47,4552.96875
2026-03-02 00:00:00+00:00,65776.48,67079.0,65761.04,66820.03,2940.58836
2026-03-02 04:00:00+00:00,66820.03,66995.64,65542.6,66007.52,3610.46533
2026-03-02 08:00:00+00:00,66007.8,66720.84,65654.54,66359.68,4361.76571
2026-03-02 12:00:00+00:00,66359.67,69617.74,65259.21,69130.2,10831.61306
2026-03-02 16:00:00+00:00,69130.2,70096.0,68576.18,68966.53,6828.10762
2026-03-02 20:00:00+00:00,68966.52,69539.77,68584.9,68830.06,3437.84423
2026-03-03 00:00:00+00:00,68830.06,69258.08,68210.71,68377.94,2362.09713
2026-03-03 04:00:00+00:00,68377.94,68617.42,67800.0,68172.8,3337.11294
2026-03-03 08:00:00+00:00,68172.79,68311.83,66340.14,67026.61,6082.75912
2026-03-03 12:00:00+00:00,67026.6,67973.2,66158.0,67725.81,5443.2888
2026-03-03 16:00:00+00:00,67725.82,68999.0,67473.09,68435.0,5484.70019
2026-03-03 20:00:00+00:00,68435.0,68860.0,67832.3,68338.0,2262.28362
2026-03-04 00:00:00+00:00,68338.01,68909.34,67400.0,67732.2,3814.8635
2026-03-04 04:00:00+00:00,67732.19,69668.0,67467.6,69493.13,5088.84069
2026-03-04 08:00:00+00:00,69493.14,71893.0,69098.91,71111.4,12146.09777
2026-03-04 12:00:00+00:00,71111.4,73479.75,70588.0,73396.88,11378.24344
2026-03-04 16:00:00+00:00,73396.87,74050.0,72541.69,73611.1,8665.00622
2026-03-04 20:00:00+00:00,73611.67,73716.0,72313.04,72666.77,3826.02448
2026-03-05 00:00:00+00:00,72666.77,73306.82,72336.76,72497.89,3122.96483
2026-03-05 04:00:00+00:00,72497.89,73081.08,71759.95,72055.5,4346.02458
2026-03-05 08:00:00+00:00,72055.5,73558.15,71757.17,72915.79,6262.38044
2026-03-05 12:00:00+00:00,72915.8,73063.38,71168.65,71652.77,5607.55823
2026-03-05 16:00:00+00:00,71652.77,71654.65,70645.47,70918.07,4306.65518
2026-03-05 20:00:00+00:00,70918.08,71572.3,70777.0,70890.72,2944.92927
2026-03-06 00:00:00+00:00,70891.02,71419.98,70344.03,71080.38,3031.93266
2026-03-06 04:00:00+00:00,71080.37,71192.76,70143.19,71056.44,3088.31108
2026-03-06 08:00:00+00:00,71056.44,71067.58,70184.01,70212.95,2441.15545
2026-03-06 12:00:00+00:00,70212.94,70341.76,68176.47,68504.71,8554.35815
2026-03-06 16:00:00+00:00,68504.71,68795.44,67744.78,68131.79,3324.41432
2026-03-06 20:00:00+00:00,68131.79,68440.92,67777.0,68114.02,2189.71556
2026-03-07 00:00:00+00:00,68114.02,68551.04,68060.6,68095.5,1736.7267
2026-03-07 04:00:00+00:00,68095.5,68147.73,67446.41,67842.67,2373.66763
2026-03-07 08:00:00+00:00,67842.67,68232.27,67720.98,68010.01,1490.07738
2026-03-07 12:00:00+00:00,68010.0,68085.41,67609.44,67877.45,1728.39414
2026-03-07 16:00:00+00:00,67877.45,67935.01,66915.26,67080.34,3059.42816
2026-03-07 20:00:00+00:00,67080.33,67483.05,67068.01,67262.91,2331.24914
2026-03-08 00:00:00+00:00,67262.91,67481.96,66833.58,67000.26,2883.43952
2026-03-08 04:00:00+00:00,67000.26,67465.11,66547.15,67319.91,2866.09804
2026-03-08 08:00:00+00:00,67319.9,68200.0,67156.93,67515.0,3303.40428
2026-03-08 12:00:00+00:00,67515.0,67650.94,66761.68,67218.23,4464.48396
2026-03-08 16:00:00+00:00,67218.23,67485.24,66745.54,67337.42,2550.26884
2026-03-08 20:00:00+00:00,67337.41,67609.08,65618.49,65971.2,5525.94437
2026-03-09 00:00:00+00:00,65971.2,67668.64,65821.97,67205.05,5224.01016
2026-03-09 04:00:00+00:00,67205.06,68069.29,66853.48,67555.13,3826.34806
2026-03-09 08:00:00+00:00,67555.13,68460.09,67344.45,67764.98,4105.57826
2026-03-09 12:00:00+00:00,67764.99,69480.0,67759.57,68863.66,7802.97956
2026-03-09 16:00:00+00:00,68863.67,69516.65,68179.12,68991.93,5039.37719
2026-03-09 20:00:00+00:00,68991.93,69145.28,68384.69,68432.16,2898.42807
2026-03-10 00:00:00+00:00,68432.16,70578.29,68391.41,69429.85,5314.5727
2026-03-10 04:00:00+00:00,69429.85,70546.74,69429.85,70406.01,4907.28195
2026-03-10 08:00:00+00:00,70406.01,71300.0,70369.0,70580.94,6270.5173
2026-03-10 12:00:00+00:00,70580.95,71777.0,69266.06,71346.16,7000.10748
2026-03-10 16:00:00+00:00,71346.17,71700.0,69739.0,70043.63,5504.97942
2026-03-10 20:00:00+00:00,70043.63,70417.3,69452.42,69948.63,3605.11841
2026-03-11 00:00:00+00:00,69948.64,70173.25,69488.7,69551.91,4402.46797
2026-03-11 04:00:00+00:00,69551.91,70281.87,69420.0,69648.29,3080.54464
2026-03-11 08:00:00+00:00,69648.28,69786.32,69150.28,69173.0,3538.73168
2026-03-11 12:00:00+00:00,69172.99,71091.18,68977.91,70227.91,7789.43505
2026-03-11 16:00:00+00:00,70227.92,71321.0,70161.78,70641.82,5738.49617
2026-03-11 20:00:00+00:00,70641.81,70950.0,70125.83,70191.86,2699.59991
2026-03-12 00:00:00+00:00,70191.86,70353.87,69226.52,69446.61,2576.17397
2026-03-12 04:00:00+00:00,69446.61,69865.98,69205.91,69826.19,2721.97342
2026-03-12 08:00:00+00:00,69826.19,70800.0,69580.0,70427.91,4649.38407
2026-03-12 12:00:00+00:00,70427.9,70660.69,69355.34,70334.88,6097.47646
2026-03-12 16:00:00+00:00,70334.89,70569.15,69770.85,70432.32,3616.058
2026-03-12 20:00:00+00:00,70432.33,70734.25,70013.17,70541.34,2336.09458
2026-03-13 00:00:00+00:00,70541.34,72000.0,70386.01,71405.75,5755.69452
2026-03-13 04:00:00+00:00,71405.76,71672.76,71180.19,71612.22,4181.63698
2026-03-13 08:00:00+00:00,71612.23,72575.98,71385.28,72228.82,5105.1507
2026-03-13 12:00:00+00:00,72228.81,73913.74,71736.34,71831.46,12303.83944
2026-03-13 16:00:00+00:00,71831.46,72249.99,70841.23,71189.95,5469.31306
2026-03-13 20:00:00+00:00,71189.96,71491.03,70559.02,70930.0,3180.98208
2026-03-14 00:00:00+00:00,70930.01,71185.23,70481.7,71081.3,3513.45361
2026-03-14 04:00:00+00:00,71081.31,71307.92,70317.0,70596.68,2929.58232
2026-03-14 08:00:00+00:00,70596.68,70784.38,70389.08,70751.42,2494.95824
2026-03-14 12:00:00+00:00,70751.42,70941.17,70501.0,70580.09,2537.57782
2026-03-14 16:00:00+00:00,70580.09,70740.34,70500.0,70700.0,686.93095
2026-03-14 20:00:00+00:00,70699.99,71253.17,70650.09,71211.95,854.74443
2026-03-15 00:00:00+00:00,71211.95,71634.08,70858.82,71363.14,2591.56425
2026-03-15 04:00:00+00:00,71363.13,71800.68,71330.66,71453.59,2377.69395
2026-03-15 08:00:00+00:00,71453.59,71940.49,71453.59,71839.42,2170.1455
2026-03-15 12:00:00+00:00,71839.41,71839.42,71263.99,71481.24,2095.3494
